,fips,TOT_POP,0-9,0-9 y/o % of total pop,19-Oct,10-19 y/o % of total pop,20-29,20-29 y/o % of total pop,30-39,30-39 y/o % of total pop,40-49,40-49 y/o % of total pop,50-59,50-59 y/o % of total pop,60-69,60-69 y/o % of total pop,70-79,70-79 y/o % of total pop,80+,80+ y/o % of total pop,White-alone pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,county_pop2018_18 and older,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,diabetes_number,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code,COUNTY_NAME_n,STATE_NAME_n,Heart disease_number
812,19051,9017,1497,16.60197405,1346,14.92735943,997,11.05689254,967,10.72418765,959,10.63546634,1074,11.91083509,1065,11.81102362,646,7.164245314,466,5.16801597,8839,98.02595098,20,0.221803261,28,0.310524565,29,0.321614728,0,0.0,101,1.120106466,9017,26,107,18.5,8.8,9.8,0.0,-7.0,-7.0,937,1888,1614,1145,16.8,33.8,28.9,20.5,1130,12.7,18.9,19.6,54830,49672,59988,4251,4138,113,2.7,54830,91.3,218.2,193.1,84.8,77.9,6.9,6.5,5.491089288,2.43699228,0.337122027,3.651202971,6.173904241,11.67642139,0,8834,2110,23.9,19,51,6370,44.0,41.3,46.5,2804,34.7,32.9,36.4,2210,8.2,7.3,9.2,8.2,6.8,9.7,521,11.3,10.2,12.4,718,3.2,3.0,3.6,206,5,590,15,524
2817,50027,55286,5155,9.324241218,5842,10.56687046,5517,9.979018196,6379,11.53818327,6159,11.14025251,8473,15.32576059,9118,16.49242123,5705,10.31906812,2938,5.314184423,53051,95.95738523,507,0.917049524,171,0.309300727,558,1.00929711,21,0.0379843,978,1.768983106,55286,29,823,8.3,9.6,-1.3,1.6,0.3,1.9,2821,12540,11165,15147,6.8,30.1,26.8,36.3,5227,9.6,11.3,10.6,57438,54398,60478,29178,28496,682,2.3,57438,94.3,367.1,322.7,130.3,121.5,11.7,9.9,33.89726632,21.80371037,1.235837835,36.81031265,32.92625088,106.8116986,0,55485,16500,29.7,50,27,45302,36.5,34.2,38.9,16558,28.9,27.3,30.6,13092,7.0,6.2,7.9,7.3,5.9,8.9,3325,10.3,9.2,11.4,4671,3.0,2.8,3.3,1379,5,1681,45,3185
1554,29147,22304,1973,8.845946915,3476,15.58464849,5804,26.02223816,2232,10.0071736,1916,8.590387374,2356,10.56312769,2120,9.505021521,1410,6.321736011,1017,4.55972023,20964,93.99210904,668,2.994978479,89,0.399031564,329,1.475071736,4,0.017934003,250,1.120875179,22304,-104,3652,10.6,7.6,3.0,0.3,-8.0,-7.7,938,4805,3253,3466,7.5,38.6,26.1,27.8,3715,19.8,13.8,13.7,46698,42270,51126,10650,10338,312,2.9,46698,85.8,273.1,236.3,86.6,79.0,7.0,6.3,12.43995187,2.421003217,0.444153974,13.87435077,9.960698949,39.5551879,0,22744,4356,19.2,29,147,18767,38.6,36.3,41.0,7253,31.9,29.9,33.9,5987,6.6,6.0,7.2,7.9,6.7,9.0,1476,9.3,8.5,10.0,1739,2.7,2.5,2.9,498,5,1009,25,1233
250,8015,20027,1586,7.919308933,1744,8.708243871,2194,10.95521047,2509,12.52808708,2371,11.83901733,2753,13.7464423,3584,17.89584062,2239,11.17990713,1047,5.227942278,18815,93.94816997,348,1.737654167,326,1.627802467,174,0.868827083,17,0.084885405,347,1.732660908,20027,376,1475,7.2,8.3,-1.2,0.0,20.0,20.0,1070,4038,4930,5068,7.1,26.7,32.6,33.5,2023,10.9,13.7,13.1,56168,51173,61163,9708,9447,261,2.7,56168,78.1,285.7,262.5,95.4,88.9,7.8,7.1,10.17953007,7.901003132,0.312945829,8.801161922,9.574735882,25.62991181,2,18818,6312,33.5,8,15,17018,35.9,33.6,38.1,6107,23.6,22.1,25.3,4016,7.5,6.7,8.3,7.0,5.8,8.3,1185,9.7,8.8,10.7,1654,3.3,3.0,3.5,554,6,230,5,1271
843,19113,225909,28754,12.72813389,29579,13.09332519,30505,13.50322475,30505,13.50322475,27867,12.33549792,29327,12.98177585,25217,11.16245922,14979,6.630545928,9176,4.0618125,199632,88.3683253,13389,5.926722707,611,0.270462886,5857,2.592636858,277,0.122615744,6143,2.719236507,225909,1632,5272,12.4,7.8,4.5,1.5,1.3,2.8,7943,40304,51481,49199,5.3,27.1,34.6,33.0,20652,9.4,11.4,10.7,64878,61674,68082,119524,116211,3313,2.8,64878,108.0,218.2,193.1,84.8,77.9,6.9,6.5,137.571974,61.05561595,8.446146169,91.47605766,154.6789989,292.537283,44,220008,45693,20.8,19,113,173399,41.2,39.3,43.1,71501,35.1,33.4,36.5,60863,6.1,5.5,6.8,5.9,5.0,6.9,10173,9.3,8.5,10.1,16070,2.7,2.5,2.9,4608,3,600,15,10568
2896,51165,81244,9441,11.62055044,10621,13.07296539,10009,12.31967899,9474,11.66116882,9555,11.76086849,11091,13.65146965,10316,12.69755305,6640,8.17291123,4097,5.042833932,76762,94.48328492,1934,2.380483482,483,0.59450544,739,0.909605632,59,0.072620747,1267,1.559499778,81244,931,1633,10.5,9.3,1.1,1.4,9.0,10.4,8960,18901,12398,14060,16.5,34.8,22.8,25.9,6909,8.7,9.3,8.7,61375,58060,64690,40737,39658,1079,2.6,61375,84.5,263.2,231.8,90.3,81.7,7.3,6.3,42.71238394,20.04944865,0.915674153,40.51858128,35.56821789,112.0937776,0,78653,18979,24.1,51,165,63459,42.4,39.8,44.6,26907,33.7,32.0,35.4,21386,7.6,6.7,8.6,8.4,6.8,10.0,5337,11.2,10.0,12.3,7102,3.1,2.8,3.4,1957,4,1120,46,4850
967,20163,5013,614,12.2481548,605,12.06862158,519,10.35308199,551,10.9914223,530,10.57251147,690,13.76421305,707,14.10333134,458,9.136245761,339,6.762417714,4809,95.93058049,35,0.69818472,30,0.598444046,53,1.057251147,3,0.059844405,83,1.655695192,5013,-54,72,12.5,14.3,-1.8,0.2,-9.1,-8.9,358,1123,1249,862,10.0,31.3,34.8,24.0,550,11.2,15.4,15.3,47365,42756,51974,2522,2441,81,3.2,47365,81.5,227.6,206.5,88.0,80.5,6.8,6.3,2.827179071,1.432529225,0.239328801,2.07475687,3.080282191,6.565185016,0,5148,1392,27.0,20,163,3896,45.7,43.2,48.2,1781,36.9,35.1,38.9,1438,8.6,7.6,9.6,8.6,7.2,10.1,335,12.5,11.3,13.6,486,3.4,3.1,3.7,131,6,674,16,334
2416,46115,6495,759,11.68591224,869,13.37952271,684,10.53117783,804,12.37875289,625,9.622786759,918,14.13394919,906,13.94919169,500,7.698229407,430,6.62047729,6203,95.50423403,44,0.677444188,175,2.694380293,6,0.092378753,1,0.015396459,66,1.016166282,6495,-22,405,12.6,10.5,2.2,0.9,-6.5,-5.5,403,1631,1440,990,9.0,36.5,32.3,22.2,781,12.6,16.7,15.6,50590,47990,53190,3238,3125,113,3.5,50590,88.7,240.4,219.1,92.8,84.8,9.2,8.6,3.482218457,2.974241557,0.419633091,2.495712594,3.982833372,7.052780722,0,6478,1753,27.1,46,115,5002,43.1,40.5,45.4,2153,31.7,29.8,33.5,1586,8.0,7.1,9.0,6.4,5.3,7.5,319,10.3,9.3,11.2,514,3.1,2.9,3.4,157,6,1466,41,401
972,20173,513607,73182,14.24863758,71360,13.89389163,72729,14.16043784,69210,13.47528363,58302,11.3514808,62882,12.2432132,56903,11.07909355,30772,5.991351364,18267,3.556610404,415897,80.97572658,47516,9.251431542,6831,1.330005237,23385,4.55309215,487,0.09481958,19491,3.794924913,513607,318,7266,13.7,8.8,5.0,0.6,-4.9,-4.3,35357,86432,106544,102042,10.7,26.2,32.2,30.9,67722,13.4,17.1,15.5,56381,54121,58641,246605,237249,9356,3.8,56381,97.0,227.6,206.5,88.0,80.5,6.8,6.3,289.6586796,146.769806,24.52043634,212.5692503,315.5903641,672.6361421,236,510484,97508,19.1,20,173,381688,43.8,42.0,45.4,167339,35.2,34.0,36.4,134354,7.1,6.4,7.7,7.0,5.9,8.1,26904,12.6,11.6,13.4,48040,2.9,2.7,3.1,10991,3,273,16,26937
1896,37017,33190,3505,10.56040976,3982,11.99758964,3709,11.17505273,3464,10.43687858,4068,12.25670383,4592,13.83549262,5054,15.22747816,3214,9.68363965,1602,4.826755047,20171,60.77432962,11342,34.17294366,1004,3.025007532,116,0.349502862,13,0.039168424,544,1.639047906,33190,-278,322,9.7,14.0,-4.3,0.4,-4.4,-4.0,4798,8075,7640,3636,19.9,33.4,31.6,15.1,9542,29.1,44.2,41.8,36976,33064,40888,14418,13659,759,5.3,36976,68.6,255.0,223.5,86.2,78.1,7.1,6.2,15.0773266,13.55904588,0.357994611,16.15770319,12.86223494,47.87858281,4,34130,9534,27.9,37,17,26408,56.7,55.0,58.4,14983,41.0,39.6,42.4,10827,10.8,10.0,11.5,11.6,10.4,13.0,3072,18.0,17.0,19.0,4763,4.5,4.3,4.8,1190,6,1194,33,2840
246,8009,3585,434,12.10599721,432,12.05020921,374,10.43235704,376,10.48814505,341,9.511854951,458,12.77545328,520,14.50488145,354,9.874476987,296,8.256624826,3364,93.83542538,39,1.087866109,70,1.952580195,14,0.390516039,0,0.0,98,2.733612273,3585,22,82,10.9,13.4,-2.5,0.0,8.7,8.7,398,714,923,577,15.2,27.3,35.3,22.1,678,19.4,29.3,27.5,38294,34231,42357,2229,2188,41,1.8,38294,53.2,285.7,262.5,95.4,88.9,7.8,7.1,1.822220767,1.414345445,0.056019913,1.575481375,1.713957564,4.587967934,0,3581,1178,32.9,8,9,2783,42.4,39.9,44.8,1180,27.7,26.1,29.4,771,9.8,8.6,11.0,9.4,7.7,11.1,260,12.0,10.9,13.1,335,4.1,3.7,4.5,114,6,226,5,273
3029,54079,56682,6478,11.42867224,7319,12.91238841,5864,10.34543594,6989,12.33019301,7818,13.79273844,7842,13.83507992,7458,13.15761617,4714,8.316573163,2200,3.881302706,54603,96.33216894,646,1.139691613,157,0.276983875,489,0.862707738,24,0.042341484,763,1.346106348,56682,17,249,9.1,10.4,-1.3,0.0,1.7,1.7,2927,14877,11477,10654,7.3,37.3,28.7,26.7,5630,10.0,12.9,12.2,61995,55932,68058,26118,24829,1289,4.9,61995,140.8,263.4,231.6,100.1,89.4,10.5,9.2,29.56778039,20.96738567,1.757744907,30.63498266,38.95288266,87.98141023,0,56644,13622,24.0,54,79,44063,51.2,48.8,53.7,22543,39.7,37.9,41.5,17493,8.7,7.8,9.7,10.0,8.5,11.7,4427,12.6,11.4,13.8,5538,3.0,2.8,3.2,1312,3,327,48,3812
2166,40075,8729,1114,12.76205751,1137,13.02554703,973,11.14675221,951,10.89471875,909,10.41356398,1246,14.27425822,1200,13.74727918,799,9.153396724,400,4.582426395,7213,82.63260396,388,4.444953603,689,7.893229465,27,0.309313782,9,0.103104594,403,4.616794593,8729,-133,171,10.7,12.7,-2.0,0.1,-13.4,-13.3,1019,2263,1870,1088,16.3,36.3,30.0,17.4,1448,16.9,28.5,26.4,37831,33865,41797,3526,3377,149,4.2,37831,72.9,206.7,189.1,73.9,68.5,6.2,5.8,2.503753792,2.851312895,0.276719031,2.919939215,5.00308008,10.32051298,0,9127,2493,27.3,40,75,6684,51.5,49.3,53.6,3443,37.8,36.2,39.4,2527,10.8,9.9,11.9,11.1,9.7,12.7,744,15.4,14.4,16.5,1031,4.0,3.7,4.2,264,6,251,36,724
2130,40003,5754,654,11.36600626,586,10.18421967,527,9.15884602,778,13.52102885,853,14.82446993,823,14.3030935,742,12.89537713,454,7.890163365,337,5.856795273,5058,87.90406674,256,4.449078902,248,4.310045186,22,0.382342718,8,0.139033716,162,2.815432742,5754,-146,1053,9.4,9.6,-0.2,0.5,-25.6,-25.1,568,1681,1186,867,13.2,39.1,27.6,20.2,714,15.2,18.5,17.4,52952,48052,57852,2940,2876,64,2.2,52952,102.0,206.7,189.1,73.9,68.5,6.2,5.8,1.650429525,1.879534242,0.182408214,1.924771479,3.297940518,6.803096768,0,5877,1503,25.6,40,3,4623,48.2,45.9,50.7,2230,36.6,34.7,38.5,1692,9.1,8.1,10.0,8.6,7.3,10.0,399,12.5,11.4,13.5,576,3.2,3.0,3.5,149,6,1317,36,419
2403,46089,2407,332,13.79310345,303,12.58828417,194,8.059825509,228,9.472372248,221,9.181553801,284,11.79891982,334,13.87619443,249,10.34482759,262,10.88491899,2349,97.59036145,18,0.747818862,6,0.249272954,9,0.373909431,2,0.083090985,23,0.955546323,2407,-1,347,9.1,9.1,0.0,-0.8,0.8,0.0,290,581,595,287,16.5,33.1,33.9,16.4,379,17.1,24.9,22.6,39850,35477,44223,1034,995,39,3.8,39850,69.9,240.4,219.1,92.8,84.8,9.2,8.6,1.290484961,1.102232398,0.155512987,0.924893027,1.476009227,2.613709499,0,2366,820,34.7,46,89,1815,44.8,42.0,47.4,813,31.7,29.6,33.4,575,10.8,9.5,12.2,8.1,6.7,9.7,147,13.0,11.7,14.2,236,4.0,3.6,4.4,73,6,655,41,197
2390,46063,1249,160,12.8102482,153,12.24979984,136,10.88871097,147,11.76941553,138,11.04883907,185,14.81184948,190,15.21216974,82,6.565252202,58,4.643714972,1180,94.47558046,12,0.960768615,29,2.321857486,3,0.240192154,0,0.0,25,2.001601281,1249,8,29,12.9,5.6,7.2,0.8,-1.6,-0.8,68,300,306,238,7.5,32.9,33.6,26.1,131,10.7,9.8,9.9,55017,49280,60754,731,713,18,2.5,55017,96.5,240.4,219.1,92.8,84.8,9.2,8.6,0.669636775,0.571951918,0.080696186,0.479929951,0.765905909,1.35626222,0,1281,338,26.4,46,63,959,41.2,38.6,43.8,395,33.3,31.3,35.2,319,7.6,6.8,8.5,6.2,5.1,7.3,59,10.2,9.1,11.2,98,3.0,2.8,3.3,29,6,1142,41,73
1505,29049,20470,2504,12.23253542,2739,13.38055691,2237,10.92818759,2359,11.52418173,2500,12.21299463,2978,14.5481192,2632,12.85784074,1570,7.669760625,951,4.645823156,19556,95.53492916,281,1.372740596,145,0.708353688,93,0.4543234,13,0.063507572,382,1.866145579,20470,-83,445,12.3,11.5,0.8,-0.5,-4.4,-4.9,1191,5572,4638,2744,8.4,39.4,32.8,19.4,1793,9.0,12.9,12.1,58641,54373,62909,10852,10510,342,3.2,58641,107.8,273.1,236.3,86.6,79.0,7.0,6.3,11.41704693,2.221930409,0.407632346,12.73349893,9.141656541,36.30266751,5,20495,4743,23.1,29,49,15662,45.9,43.6,48.1,7182,33.6,31.7,35.5,5262,8.2,7.4,9.0,9.3,7.9,10.7,1456,11.6,10.6,12.5,1811,3.1,2.9,3.3,482,2,491,25,1278
1345,27067,42855,5783,13.49434138,5635,13.14899078,5160,12.04060203,5121,11.94959748,4488,10.47252363,5472,12.76863843,5682,13.25866293,3242,7.565044919,2272,5.301598413,38948,90.88321083,2644,6.169641815,233,0.543693851,465,1.085054253,46,0.1073387,519,1.211060553,42855,140,1047,13.4,8.0,5.4,4.1,-6.2,-2.2,3293,7395,11259,6695,11.5,25.8,39.3,23.4,4854,11.5,17.9,16.4,60579,56494,64664,24821,24095,726,2.9,60579,86.2,302.7,265.0,104.9,96.0,7.4,6.6,21.99580516,13.83902741,0.969953908,24.554345,26.77683781,71.66202771,8,42577,10445,24.5,27,67,32341,38.0,36.0,40.0,12304,30.5,29.1,32.0,9864,7.3,6.5,8.2,6.3,5.2,7.4,2036,10.4,9.5,11.3,3369,3.2,2.9,3.5,1029,5,914,23,2373
2792,49035,1152633,172916,15.00182625,169254,14.68411888,180344,15.64626382,181479,15.74473401,147705,12.81457324,120319,10.43862183,99969,8.673098896,53264,4.621071928,27383,2.375691135,1005344,87.22151804,24792,2.150901458,15764,1.367651282,53384,4.631482874,20154,1.748518392,33195,2.879927956,1152633,14813,14845,15.1,5.8,9.3,5.1,-1.5,3.7,67200,159716,232915,242173,9.6,22.8,33.2,34.5,102660,9.0,10.4,9.7,73619,71800,75438,620909,602123,18786,3.0,73619,103.1,216.2,199.9,65.3,62.2,5.8,5.4,440.1081366,290.9745592,19.69000777,354.05551,383.5905217,1347.671643,282,1106700,164497,14.9,49,35,839744,34.6,32.9,36.3,290564,29.1,28.0,30.2,244366,4.5,4.1,5.0,4.5,3.8,5.3,38040,8.6,7.9,9.2,72049,2.4,2.2,2.6,20124,1,1667,44,37811
975,20179,2533,336,13.26490328,350,13.81760758,238,9.395973154,262,10.34346625,240,9.474930912,327,12.90959337,365,14.40979076,218,8.606395578,197,7.777339124,2462,97.19699961,17,0.67114094,15,0.592183182,11,0.434267667,1,0.039478879,27,1.065929728,2533,2,33,13.0,7.5,5.5,0.4,-4.7,-4.3,99,607,730,390,5.4,33.2,40.0,21.4,297,11.9,21.9,21.7,50553,45292,55814,1398,1366,32,2.3,50553,86.9,227.6,206.5,88.0,80.5,6.8,6.3,1.428534727,0.723837328,0.120929554,1.04834613,1.556424255,3.317297755,0,2497,725,29.0,20,179,1896,48.3,45.7,50.7,915,37.9,35.9,40.0,719,9.0,8.1,10.1,8.5,7.3,9.9,162,13.0,11.8,14.1,246,3.5,3.2,3.8,66,6,677,16,172
2247,42011,420152,49793,11.85118719,56654,13.48416763,54658,13.00910147,49947,11.88784059,50218,11.95234106,59477,14.15606733,49573,11.79882519,30458,7.249281213,19374,4.611188332,366293,87.1810678,30269,7.204297492,3577,0.851358556,6742,1.604657362,744,0.177078772,12527,2.981540014,420152,2628,11401,11.2,9.3,1.9,5.4,-1.0,4.4,38105,104889,69700,68971,13.5,37.2,24.7,24.5,46762,11.4,16.9,15.7,62519,60646,64392,212528,203686,8842,4.2,62519,102.7,320.5,273.3,100.8,88.2,8.7,7.2,229.7423808,185.9788029,6.528449777,340.3979642,236.3364432,878.1257044,71,415500,93051,22.4,42,11,326318,41.8,39.8,43.7,136547,32.9,31.4,34.4,107359,7.2,6.5,8.0,7.8,6.6,8.9,25364,11.2,10.4,12.1,36610,3.1,2.9,3.3,10025,3,1377,38,23631
1645,30099,6162,834,13.5345667,793,12.86919831,594,9.639727361,665,10.79195067,609,9.88315482,847,13.74553716,820,13.30736774,578,9.380071405,422,6.848425836,5823,94.49853944,15,0.243427459,106,1.720220708,67,1.087309315,1,0.016228497,150,2.434274586,6162,48,461,13.0,8.8,4.2,1.8,2.0,3.7,326,1358,1487,1024,7.8,32.4,35.4,24.4,941,15.8,21.5,21.1,48368,43329,53407,2702,2611,91,3.4,48368,87.5,247.1,236.2,91.5,88.0,9.8,9.4,2.923499372,2.268032251,0.324833264,1.995404333,3.404948673,6.682284278,0,6040,1756,29.1,30,99,4662,39.0,36.7,41.3,1820,29.0,27.3,30.8,1352,8.6,7.7,9.7,7.9,6.6,9.2,370,11.5,10.5,12.6,538,3.5,3.2,3.8,163,6,481,26,403
1679,31055,566880,82961,14.63466695,77001,13.58329805,80936,14.27744849,85768,15.12983347,67680,11.93903472,67424,11.89387525,57410,10.12736382,30520,5.38385549,17180,3.030623765,455200,80.29918148,64801,11.43116709,6932,1.222833757,23767,4.192598081,539,0.095081852,15641,2.759137736,566880,6307,12595,15.1,7.0,8.0,3.1,0.1,3.2,35961,76856,107561,140449,10.0,21.3,29.8,38.9,64276,11.6,13.3,12.0,64580,62157,67003,293923,284929,8994,3.1,64580,108.1,239.2,214.5,88.2,80.3,6.8,6.2,307.0540744,241.5296164,27.32634346,262.6854952,370.2278792,806.5678796,187,549706,95539,17.4,31,55,421630,40.1,38.4,41.8,168945,32.6,31.4,33.8,137451,5.3,4.8,5.8,5.9,5.0,6.9,24910,10.1,9.3,10.9,42400,2.6,2.4,2.8,10910,3,240,27,22309
2255,42027,162805,13059,8.021252419,22845,14.03212432,39806,24.45010903,19084,11.72199871,17081,10.49169252,18591,11.41918246,16666,10.23678634,9697,5.956205276,5976,3.670648936,142759,87.68711035,6199,3.807622616,260,0.159700255,10743,6.598691686,113,0.069408188,2731,1.677466908,162805,555,19621,7.1,6.7,0.4,6.6,-3.6,3.0,5538,29250,19155,43673,5.7,30.0,19.6,44.7,25901,18.1,10.6,9.3,58258,53940,62576,79859,77274,2585,3.2,58258,95.7,320.5,273.3,100.8,88.2,8.7,7.2,89.02304003,72.06505982,2.529713689,131.9010515,91.57817797,340.2655594,0,160646,29386,18.3,42,27,138344,33.5,31.5,35.6,46390,27.1,25.5,28.7,37491,5.6,5.1,6.3,5.9,5.0,6.8,8124,8.5,7.8,9.3,11793,2.4,2.2,2.6,3326,4,1381,38,7784
122,5027,23537,2708,11.50528954,3630,15.42252624,4060,17.24943706,2469,10.48986702,2360,10.02676637,2795,11.87492034,2633,11.18664231,1740,7.392615881,1142,4.851935251,14387,61.12503718,8453,35.91366784,140,0.594808174,251,1.066406084,10,0.042486298,296,1.257594426,23537,-163,2064,10.8,12.0,-1.2,1.2,-6.9,-5.8,2210,5880,3602,3028,15.0,39.9,24.5,20.6,4799,22.4,27.6,27.2,40909,36464,45354,8991,8562,429,4.8,40909,86.9,207.6,188.2,79.9,75.0,7.0,6.5,10.19162858,1.632222508,0.687251582,7.020899687,13.15930587,28.40379551,6,23992,5481,22.8,5,27,18666,51.2,49.3,53.0,9554,40.4,38.9,41.8,7541,9.1,8.3,9.7,9.4,8.2,10.4,1746,14.5,13.6,15.3,2713,3.6,3.4,3.8,675,5,119,3,1689
1534,29107,32598,3938,12.08049574,4280,13.12963986,3703,11.35959261,3727,11.43321676,3902,11.97005951,4610,14.1419719,4076,12.50383459,2661,8.163077489,1701,5.218111541,30726,94.2573164,722,2.214859807,214,0.656481993,165,0.506166023,61,0.187128045,710,2.178047733,32598,-7,724,10.9,10.8,0.1,-0.1,-0.2,-0.2,2125,9738,6175,4527,9.4,43.2,27.4,20.1,3516,11.0,14.6,13.5,53389,47790,58988,16991,16446,545,3.2,53389,98.1,273.1,236.3,86.6,79.0,7.0,6.3,18.18138231,3.538372618,0.649145052,20.27780157,14.55787591,57.81115562,2,32655,8174,25.0,29,107,25127,49.0,46.5,51.2,12315,35.0,33.2,36.7,8794,8.3,7.5,9.2,9.5,8.2,10.9,2398,12.2,11.1,13.2,3060,3.2,2.9,3.4,799,2,137,25,2098
2539,48037,94324,12323,13.06454349,12203,12.93732242,12639,13.39955897,12489,13.24053263,11592,12.28955515,11815,12.5259743,10536,11.17000975,6938,7.35549807,3789,4.017005216,65743,69.69912217,23939,25.37954285,997,1.056995038,1302,1.380348586,87,0.092235274,2256,2.391756075,94324,347,6203,12.6,11.1,1.5,1.0,1.2,2.2,7515,22063,21285,12626,11.8,34.8,33.5,19.9,16794,19.1,25.5,23.5,47339,43736,50942,39495,37542,1953,4.9,47339,78.1,224.8,199.9,72.9,66.5,6.2,5.4,32.53475865,19.20208028,1.718755432,35.68964434,31.58829295,111.4003282,82,93635,20099,21.5,48,37,71932,50.3,48.4,52.1,36179,39.5,38.0,41.0,28413,8.3,7.6,9.0,8.4,7.4,9.5,6027,13.7,12.9,14.5,9879,3.4,3.2,3.6,2465,4,1514,43,5952
2638,48235,1522,178,11.69513798,188,12.3521682,166,10.90670171,162,10.64388962,175,11.49802891,210,13.79763469,211,13.86333771,163,10.70959264,69,4.533508541,1454,95.53219448,19,1.248357424,18,1.182654402,4,0.262812089,0,0.0,27,1.773981603,1522,11,0,9.9,5.3,4.6,0.0,2.6,2.6,73,362,402,170,7.2,35.9,39.9,16.9,123,8.1,10.2,9.3,56775,50232,63318,771,747,24,3.1,56775,93.6,224.8,199.9,72.9,66.5,6.2,5.4,0.524976704,0.309842312,0.027733618,0.575883536,0.509704655,1.797541447,0,1592,422,26.5,48,235,1187,47.4,45.8,49.0,563,35.1,34.0,36.2,417,8.7,8.0,9.4,7.9,6.9,9.0,94,13.7,12.8,14.5,162,3.4,3.2,3.6,41,4,1573,43,103
869,19165,11578,1318,11.38365866,1534,13.24926585,1117,9.647607532,1119,9.664881672,1239,10.70133011,1755,15.15805839,1586,13.6983935,1028,8.878908274,882,7.61789601,11199,96.72655035,130,1.12281914,55,0.475038867,62,0.535498359,9,0.077733633,123,1.062359648,11578,1,213,9.5,11.4,-1.9,-0.1,2.2,2.1,665,2976,2895,1719,8.1,36.1,35.1,20.8,893,7.9,9.9,8.6,58862,52549,65175,6651,6519,132,2.0,58862,98.0,218.2,193.1,84.8,77.9,6.9,6.5,7.050663388,3.129144574,0.432871113,4.688214261,7.927410813,14.9927478,0,11772,3381,28.7,19,165,8975,43.8,41.3,46.0,3927,33.5,31.7,35.3,3007,8.5,7.6,9.5,7.7,6.5,9.1,694,11.5,10.5,12.6,1034,3.4,3.1,3.7,302,6,58,15,765
2548,48055,43247,5430,12.55578422,6403,14.80565126,6320,14.61373043,5675,13.1222975,5276,12.19969015,5350,12.37080029,4703,10.87474276,2649,6.125280366,1441,3.33202303,38466,88.94489791,2828,6.539181909,673,1.556177307,438,1.012787014,44,0.101741161,798,1.845214697,43247,822,3348,13.3,8.0,5.2,0.8,13.2,14.0,5627,9883,7071,3914,21.2,37.3,26.7,14.8,5850,14.1,20.7,21.0,52588,48402,56774,19092,18401,691,3.6,52588,86.7,224.8,199.9,72.9,66.5,6.2,5.4,14.91699575,8.804041029,0.788039271,16.36349231,14.48304679,51.07639617,0,40544,7589,18.7,48,55,32944,49.8,48.1,51.3,16400,37.8,36.4,39.0,12453,7.8,7.2,8.4,7.7,6.8,8.5,2524,14.6,13.8,15.3,4810,3.4,3.2,3.6,1123,2,701,43,2579
