TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total nurse practitioners (2019),Total physician assistants (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
-0.26667121889839607,-0.2613995359344746,-0.2715287540741686,-0.2532421191939926,-0.24820970702340472,-0.25583810308950516,-0.2715827530137153,-0.28688986407864425,-0.29570033359311654,-0.27038722220951733,-0.2993008981210916,-0.26667121889839607,-0.29641365091873545,-0.2831896968487761,-0.2511453404133266,-0.21611118102319432,-0.2704728558538861,-0.2716856794717551,-0.23905551287279622,-0.300719124345997,-0.30615613737687897,-0.26630178644035063,-0.2758791730272392,-0.27287677171390845,-0.26333417171157497,-0.28464137862720645,-0.26659503529634865,-0.2767083132519696,-0.2775818518837597,-0.2940497366043135,-0.24726024154322088,-0.2545041455702176,934
-0.09243724643270763,-0.10479369943626651,-0.11746878150931421,-0.1165315209514263,-0.10154281280111276,-0.0769486167863426,-0.10742158031159776,-0.0433509297239273,-0.03854460658790051,-0.043531414744598505,-0.06451203293503054,-0.09243724643270763,0.040966624815640895,-0.08814141758562037,-0.14704661807491834,0.009646105097861268,-0.12899351101310697,-0.13154542100187502,-0.06935063855414482,-0.09554050749295202,-0.02352542425258731,-0.10679705959663191,0.03739485564582282,-0.09774568377915967,-0.08035753223477152,-0.025606003421530847,-0.0880004289282249,-0.012166999417175178,-0.05092851864814118,0.087994351348106,-0.010046557430351814,-0.05237962160414138,6198
-0.254442405392789,-0.24887628703499276,-0.25811160160492475,-0.23864035736079434,-0.23111743705266818,-0.24198076165109028,-0.2634881895801906,-0.27970746651523926,-0.2849254004314324,-0.26940450794858967,-0.26799316452875355,-0.254442405392789,-0.2742480338586142,-0.2784665411698503,-0.24984146339013055,-0.22353419467085386,-0.2545026132534858,-0.25528003505131547,-0.2331727515927224,-0.2824426985610155,-0.28785856119266295,-0.2451389929281431,-0.27656843995408176,-0.2534471552395435,-0.25247556619434786,-0.27694004565604535,-0.2546600683100054,-0.261029689212977,-0.2637333793846384,-0.273905906820432,-0.24650564908835107,-0.2519426596674217,1065
0.3173549628767535,0.3123218042730383,0.3272386385966838,0.20347973869785077,0.28903689816970296,0.32650515796291496,0.41285755508765193,0.40269981194435933,0.34119289140735454,0.17992268950941684,0.5082625704016651,0.3173549628767535,0.5188003567647136,0.537285620548316,0.09897500691443202,0.10206262501122235,0.34071791385827976,0.3469591344123393,0.1944784162456878,0.42255381561893474,-0.05645141373528612,0.32160040732272954,0.37818250862237307,0.38437236275680503,0.32259584976121763,0.3325208471756289,0.312280815480887,0.41921940350506576,0.36182884852303726,0.5140564377171555,0.2568678857061924,0.2527864943607698,12262
-0.2831455794013728,-0.27831461864939977,-0.28887182575467024,-0.2689248144627726,-0.2610706658613205,-0.26959078182823415,-0.28790036501463023,-0.3079334938400595,-0.3157173642365801,-0.28898319976245634,-0.3002768727012929,-0.2831455794013728,-0.32320823218418326,-0.299991495872216,-0.25651355482414273,-0.2643021669936576,-0.2742420280647639,-0.2746752026885696,-0.26041249404175987,-0.31309297428089156,-0.30875388989865715,-0.26791341933616347,-0.3026988842906471,-0.2810413163191234,-0.2813552485375901,-0.3061396942185172,-0.2828747954017239,-0.30115525126022946,-0.30366314175710485,-0.32641759984678975,-0.2794964312152586,-0.28442695816196967,350
-0.2758940213145471,-0.2656826609921099,-0.275238963438654,-0.2631537291711071,-0.25219975918812604,-0.2640645912848179,-0.28464540829003826,-0.30310989104840014,-0.3109836069898151,-0.2929896502108538,-0.290325759334535,-0.2758940213145471,-0.32338626926900355,-0.2869952968066367,-0.2538705608582048,-0.26328638617871475,-0.26781385649247663,-0.268221449354728,-0.25465761887647026,-0.31121823848449104,-0.28752066220822725,-0.27297177060594596,-0.29061018340094297,-0.2847874960682392,-0.27481295255666005,-0.30233363004744146,-0.2774164948815451,-0.29825383630380176,-0.2997272600994598,-0.3277375659010042,-0.27741375603981794,-0.28163260990437416,364
0.11425946159486239,0.15295476532650693,0.18821364235186633,0.09740169476533149,0.1189307672774433,0.16155674325791602,0.1564226420811482,0.020681072169749494,-0.013072484260069676,-0.08684643563010283,0.09418908850828225,0.11425946159486239,0.018605166962217326,0.11954205521351524,0.16523780230045787,-0.12267888029489037,0.09097776202373925,0.09510451875911419,-0.0037450616698432547,0.14495919060162848,0.07729192275886702,0.04253206454688217,0.13876094091642602,0.05859569953026502,0.0970070742528888,-0.032846445809475745,0.0955098192898985,0.06877973204858691,0.09740805827007824,-0.013241306027298536,0.006282823293030571,0.00013083940317450997,5584
-0.2802542390346754,-0.27100939012470204,-0.2793158795426525,-0.2633002964166097,-0.2579157408938664,-0.2670788770357722,-0.28751490961303383,-0.3111668979091939,-0.32036095467864484,-0.2972984742779982,-0.29661027016077207,-0.2802542390346754,-0.33223471238457003,-0.2999313282839494,-0.25849873695855835,-0.2632473176858323,-0.2729693908958612,-0.2733697587129852,-0.25990094958262305,-0.31652306567463595,-0.30205263825733103,-0.27081101207381897,-0.3036503755879907,-0.2833584602767851,-0.2784952435658166,-0.310451251287314,-0.28154281502946593,-0.29896774913219726,-0.30033464924415815,-0.32790973538633655,-0.27665916358494813,-0.2826804905009725,351
0.23493674602170564,0.3119521944964911,0.255795537345662,0.28083060251185704,0.2518273419359063,0.18981567217311254,0.18925059378377618,0.18958667981395572,0.1698759624768109,0.1601172174814899,0.021959314870800068,0.23493674602170564,0.2698689047690381,0.33588966072303705,0.12758982158565327,0.4621178554155917,0.14117923672896499,0.13642097289546765,0.24678383719243113,0.20512539927639692,0.3351531597237542,0.11617252319705519,0.12008459703316463,0.10828625614645171,0.25617064232386094,0.18588330452203433,0.21946151657705834,0.31888719292979617,0.34477336133990893,0.28707966622071274,0.3383940545303252,0.2737441062927362,10041
-0.21390903515294932,-0.21856828535812173,-0.22223905408667316,-0.2142002691732329,-0.20838341890483728,-0.20262758656918697,-0.2103595867268181,-0.22394449797869292,-0.20427119362702642,-0.1956253449743275,-0.20948444528351243,-0.21390903515294932,-0.21663523321078082,-0.2116203506056902,-0.23122303923007897,-0.1613176197556023,-0.22060172526484362,-0.22124242005155387,-0.2028637423888638,-0.2351826441627969,-0.27937801680623014,-0.219766378886445,-0.23748489205893458,-0.2284865813966998,-0.21059158244508422,-0.2049370426071395,-0.21208602900413023,-0.20455735394118232,-0.21850718367040284,-0.18604207947250434,-0.18653064077529968,-0.19430922685451402,2495
-0.18794703746935537,-0.17843301197540726,-0.16058917987911872,-0.20802612395643513,-0.18498129899919255,-0.15804127650298802,-0.1887526700484413,-0.20730041801626367,-0.21391904172995704,-0.22178066299594093,-0.18324412480563101,-0.18794703746935537,-0.26440258306805425,-0.2271285464813988,-0.11892516227733885,-0.23220740009075078,-0.18194604819408833,-0.18129357388962217,-0.19403960046875304,-0.22002564861001653,-0.18254338374766707,-0.19964231852585182,-0.22806002376684273,-0.2129223836873608,-0.19421784633369177,-0.2137683008790887,-0.19380829834036808,-0.22649644432148894,-0.2251034297818264,-0.2517534330410067,-0.21188494725892484,-0.21456825172208158,1678
-0.11855213841331297,-0.0949012024757383,-0.07920185469188888,-0.122815591602351,-0.11653798558760041,-0.13311062143780353,-0.13506729828165173,-0.13865683982726412,-0.1380887589770164,-0.1089197097986321,-0.08854397171575068,-0.11855213841331297,-0.14399610260411824,-0.1114112323477166,-0.17784630775798158,-0.0435651822079928,-0.14160074220121543,-0.1433565807809721,-0.09978753387278765,-0.1386184339801641,-0.1402384646594267,-0.1494924852300139,-0.07344343912727636,-0.14195386190649387,-0.1125928060841023,-0.11977635677931937,-0.12728680239463794,-0.10931406045037269,-0.12198090079494861,-0.13720333546656938,-0.10246904130280443,-0.09464413900027367,3790
-0.14267940453277028,-0.15082098749217468,-0.14945855178566242,-0.14474571571068012,-0.1551394204835092,-0.15046369704572793,-0.14763742721149037,-0.12577623017481093,-0.08507067781324816,-0.10718106149083698,-0.11597842579764303,-0.14267940453277028,-0.12110053349623393,-0.108447978625588,-0.1826624300959129,-0.1120327159844313,-0.14327412469138961,-0.14553232074027944,-0.09006818914918742,-0.14101404449207414,-0.24973651814798423,-0.13001720376541187,-0.14343041059621195,-0.12539097525162088,-0.14345206592474827,-0.10788240624470762,-0.1398560457487231,-0.12270450234707214,-0.13670401366243545,-0.08044479513534769,-0.11617244028323992,-0.11862896154463526,4138
-0.2632092551732097,-0.2616386952016522,-0.2684656742500004,-0.255110851574151,-0.24698485380074606,-0.2514841347825712,-0.26633627671420856,-0.2801580228199547,-0.2795153921494152,-0.2622987279080357,-0.274136063357079,-0.2632092551732097,-0.28400446610676394,-0.2795495577586486,-0.2516856858463628,-0.2347859206209904,-0.26292368047750153,-0.26378520034678965,-0.2395670573319331,-0.26822132258150494,-0.2920240127220187,-0.25299328428310025,-0.28653528303123077,-0.26456416719276504,-0.2614708770881446,-0.274278774223926,-0.26260614169477187,-0.2720312689531224,-0.2783471622060796,-0.2771771270417461,-0.2485883242637917,-0.2556684573442157,1053
-0.19423754568925236,-0.21117608982717756,-0.21794642813590223,-0.21260635037839193,-0.20242617823099748,-0.20338115800692555,-0.19145085785961619,-0.1721040196243751,-0.10977638230112656,-0.09289390800504235,-0.1988137898733121,-0.19423754568925236,-0.2208725158295028,-0.20197849458597222,-0.13686228132617087,-0.20950860572606558,-0.1826229828583983,-0.1828533251331776,-0.1747287971363368,-0.20517713790759046,-0.16503801351075698,-0.1297810469374031,-0.24360268721593256,-0.15105124269125397,-0.19009534158735034,-0.13547637148500688,-0.18857199454889892,-0.20181153537043056,-0.20850955834866877,-0.20130777383863677,-0.1835726383522101,-0.17055726666495208,2673
0.13015500797343887,0.13447427649914653,0.16631909290446684,0.06123622693756067,0.09382127621294108,0.15404196142046747,0.16308245485317513,0.1447695791507904,0.15865019529162527,0.10750420781951607,0.2046387921767043,0.13015500797343887,0.26759003008333887,0.17447506330089435,0.06472180511587657,0.001363584606788535,0.13009375466622528,0.12994461447113978,0.13155844777185471,0.15480408285305017,0.0011096754928962113,0.17425993678915222,0.1830736265544862,0.22357101283906064,0.1257095636453145,0.14663326775781554,0.12196619133993251,0.21050973394222394,0.21475564102579028,0.21425197392514111,0.11920003823974684,0.09246076308122661,8627
-0.23967172419936772,-0.24035352042284538,-0.2425157796832796,-0.2363868859611916,-0.22740576062036924,-0.22877232895072805,-0.23513580337387655,-0.25150794250246106,-0.25566627230618955,-0.24642411292381947,-0.24093761822505697,-0.23967172419936772,-0.2339048304383452,-0.24781115494803252,-0.2390110614497094,-0.23955227675264545,-0.22908236273931865,-0.22922766826584295,-0.22243031795084847,-0.264923904037419,-0.28668014905932554,-0.24528247494301605,-0.24636274576061273,-0.24925181720969383,-0.23674969180937844,-0.2498961756279719,-0.23919429620989896,-0.2511813532725473,-0.2508324339512465,-0.2543359753209915,-0.2316250858783187,-0.2406488354596398,1323
-0.24406743523844504,-0.24250595382744383,-0.23574249049462595,-0.22724475402296584,-0.2289461063397733,-0.23402639647496087,-0.25042553430386766,-0.26558120119680806,-0.2738799668556473,-0.2722014639219992,-0.2608972552279962,-0.24406743523844504,-0.2767939641715437,-0.25659562283495185,-0.24393290354627822,-0.2094890714796244,-0.25178404364161705,-0.2529686645490902,-0.22127934291779053,-0.2494247525154527,-0.306719007615946,-0.24788010873090935,-0.26867503459326203,-0.25821787781813005,-0.2440284459921398,-0.2695657963245861,-0.24316909478108148,-0.2490853784302068,-0.25314051270110005,-0.2660435003235893,-0.23539804815266768,-0.24332675253983552,1225
6.7566156824893,7.360323666245497,5.889446463531308,7.102528230845863,7.6583848706776,6.397904636582981,6.066182030979425,6.437079910934387,6.3461217508370105,6.8227687197617355,4.577705316765265,6.7566156824893,7.757004862382925,4.906866467025617,7.353053712226139,9.171910918896895,6.273487036894268,6.269046391288506,6.281857479974254,9.667456570992549,12.107556171254043,11.519843726735928,5.620454173175883,10.73277659345941,7.001889668071038,6.761126773942438,6.730685473510619,5.950387179698856,5.833348185142968,7.215064976336407,6.660822396902398,7.112096448515982,124945
-0.27467086693845605,-0.27314008177773885,-0.28268095315230213,-0.25780402471026154,-0.2509563475833059,-0.2579104245432862,-0.28087651102998445,-0.2998764869792658,-0.3053932650983973,-0.2883784525249624,-0.2894110223750523,-0.27467086693845605,-0.30592083124813685,-0.29179366197089573,-0.25875716303522783,-0.24381074247682907,-0.27735051204327515,-0.27864804734153864,-0.24391518523459635,-0.29825963299079805,-0.2962973856818603,-0.2654188875394934,-0.2942025017332749,-0.2758598275173439,-0.2729551952129427,-0.3000440445695287,-0.27354740903831953,-0.28555900177835947,-0.2886363343172688,-0.2934758383198724,-0.26256337652798034,-0.26975662980959314,765
